volatile acidity,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,sulphates,alcohol,quality,combined acidity
0.71,1.6,0.092,22.0,31.0,0.99635,0.58,10.0,6,0.0
0.58,2.0,0.12,3.0,7.0,0.99454,0.58,11.2,6,4.1216
0.39,2.2,0.075,14.0,27.0,0.99598,0.84,11.4,6,14.779800000000002
0.38,2.2,0.068,12.0,28.0,0.99486,0.75,12.6,7,11.641200000000001
0.18,0.9,0.049,36.0,109.0,0.99007,0.44,12.7,6,8.554400000000001
0.18,0.9,0.049,36.0,109.0,0.99007,0.44,12.7,6,8.554400000000001
0.5,1.8,0.078,10.0,23.0,0.99636,0.61,10.4,5,3.4594
0.36,2.4,0.123,3.0,8.0,0.99642,0.53,11.9,6,23.865600000000004
0.36,2.4,0.123,3.0,8.0,0.99642,0.53,11.9,6,23.865600000000004
0.51,2.1,0.062,4.0,9.0,0.99584,0.54,10.5,5,2.1105
0.32,2.3,0.098,3.0,9.0,0.99506,0.55,12.3,6,11.261879999999998
0.58,1.8,0.088,12.0,18.0,0.99568,0.56,10.5,7,0.25564
0.83,2.8,0.095,17.0,43.0,0.99822,0.6,10.4,6,0.0
0.31,1.9,0.066,14.0,36.0,0.99364,0.56,12.6,6,8.62048
0.795,2.2,0.065,28.0,52.0,0.99378,0.52,11.6,5,0.0
0.34,2.5,0.075,41.0,68.0,0.99586,0.54,10.1,6,5.095440000000001
0.58,1.8,0.088,12.0,18.0,0.99568,0.56,10.5,7,0.25564
0.59,2.1,0.091,9.0,14.0,0.99488,0.55,11.5,7,0.0
0.55,1.8,0.093,9.0,15.0,0.99514,0.58,11.0,7,0.24455
0.82,4.1,0.095,5.0,14.0,0.99854,0.53,9.6,5,0.0
0.57,2.6,0.089,14.0,27.0,0.99592,0.59,10.4,6,1.98
0.745,2.5,0.077,15.0,48.0,0.99739,0.47,9.7,6,5.1264
0.37,2.4,0.085,5.0,17.0,0.99683,0.65,10.6,7,10.885779999999999
0.31,2.5,0.082,26.0,35.0,0.99356,0.59,12.5,7,8.320480000000002
0.91,1.8,0.074,20.0,56.0,0.99672,0.56,9.2,5,2.4455
0.41,6.2,0.078,25.0,42.0,0.9953,0.77,12.6,7,11.55708
0.5,2.2,0.088,21.0,39.0,0.99692,0.83,11.1,6,6.22377
0.965,2.2,0.088,16.0,32.0,0.99756,0.67,10.2,5,0.0
0.49,1.7,0.079,13.0,26.0,0.99547,0.64,9.8,6,4.4311799999999995
0.5,2.2,0.088,21.0,39.0,0.99692,0.83,11.1,6,6.22377
0.39,8.9,0.069,18.0,39.0,0.99859,0.81,10.9,7,12.814549999999999
0.39,3.3,0.046,12.0,53.0,0.99294,0.62,12.2,6,7.09632
0.44,1.4,0.07,32.0,38.0,0.99438,0.58,11.4,6,0.0
0.78,1.7,0.076,33.0,45.0,0.99612,0.62,10.7,6,0.0
0.43,1.8,0.082,27.0,51.0,0.99634,0.64,10.4,5,4.21243
0.49,1.7,0.081,3.0,14.0,0.99702,0.78,10.9,6,10.94796
0.5,1.8,0.084,6.0,17.0,0.99704,0.77,10.8,6,10.94796
0.43,1.8,0.082,27.0,51.0,0.99634,0.64,10.4,5,4.21243
0.46,1.4,0.414,16.0,45.0,0.99702,1.34,9.2,5,15.19545
0.605,2.4,0.073,19.0,25.0,0.99258,0.55,12.9,5,0.9968
0.33,2.3,0.07,9.0,20.0,0.99426,0.77,12.7,7,11.782680000000001
0.64,2.0,0.095,5.0,77.0,0.99747,0.62,9.1,6,6.929819999999999
0.64,2.0,0.095,5.0,77.0,0.99747,0.62,9.1,6,6.929819999999999
0.48,4.0,0.101,3.0,10.0,0.99586,0.59,12.1,7,15.14157
0.42,3.9,0.104,28.0,90.0,0.99784,0.57,9.1,5,5.984999999999999
0.53,2.4,0.093,30.0,52.0,0.9971,0.76,11.6,7,18.00117
0.48,4.0,0.101,3.0,10.0,0.99586,0.59,12.1,7,15.14157
0.23,1.8,0.074,3.0,8.0,0.9981,0.7,9.9,6,20.76168
0.4,1.8,0.071,7.0,16.0,0.99462,0.69,12.5,8,14.6055
0.38,1.9,0.098,6.0,15.0,0.9956,0.64,11.4,6,11.616
0.29,2.4,0.075,6.0,17.0,0.99565,0.63,11.8,6,21.3486
0.74,2.0,0.067,5.0,10.0,0.99418,0.57,11.8,6,2.4206399999999997
0.61,2.4,0.083,6.0,20.0,0.9963,0.6,10.2,6,4.55994
0.52,2.4,0.07,13.0,26.0,0.99358,0.72,12.5,7,1.7952
0.31,2.2,0.06,3.0,10.0,0.99572,0.83,10.9,7,17.76666
0.31,2.2,0.06,3.0,10.0,0.99572,0.83,10.9,7,17.76666
0.62,2.8,0.086,28.0,52.0,0.997,0.62,10.8,5,9.267999999999999
0.33,1.5,0.057,19.0,37.0,0.99498,0.89,11.1,7,13.308300000000003
0.77,8.1,0.098,30.0,92.0,0.99892,0.58,9.2,5,4.800000000000001
0.35,1.8,0.083,33.0,75.0,0.9968,0.58,9.5,6,6.364800000000001
0.62,2.7,0.088,16.0,37.0,0.9972,0.58,10.7,6,8.7384
0.77,8.1,0.098,30.0,92.0,0.99892,0.58,9.2,5,4.800000000000001
0.25,2.0,0.071,45.0,67.0,0.99769,0.86,10.2,7,10.64336
0.32,2.0,0.073,3.0,8.0,0.99534,0.73,11.4,6,17.4636
0.37,6.4,0.08,3.0,8.0,0.99817,0.58,11.0,5,18.2793
0.37,6.4,0.08,3.0,8.0,0.99817,0.58,11.0,5,18.2793
0.3,8.3,0.05,37.5,278.0,0.99316,0.51,12.3,7,16.16972
0.27,1.4,0.047,3.0,8.0,0.99471,0.51,11.8,6,18.22688
0.3,8.3,0.05,37.5,289.0,0.99316,0.51,12.3,7,16.16972
0.38,1.8,0.073,31.0,70.0,0.99685,0.59,9.5,6,7.387199999999999
0.42,2.4,0.072,32.0,59.0,0.99617,0.77,12.0,6,13.03695
0.38,1.8,0.073,31.0,70.0,0.99685,0.59,9.5,6,7.387199999999999
0.48,1.8,0.074,40.0,64.0,0.99529,0.49,9.6,5,1.6972800000000001
0.34,4.7,0.055,3.0,9.0,0.99738,0.66,11.6,7,11.492
0.19,1.6,0.057,18.0,30.0,0.994,0.69,11.2,6,10.916220000000001
0.41,1.5,0.095,22.0,41.0,0.99735,0.76,9.9,7,18.917279999999998
0.41,1.5,0.095,22.0,41.0,0.99735,0.76,9.9,7,18.917279999999998
0.26,1.9,0.083,42.0,74.0,0.99451,0.63,11.8,8,16.092000000000002
0.34,2.0,0.086,8.0,19.0,0.99546,0.6,11.4,6,11.115300000000001
0.54,2.0,0.081,10.0,16.0,0.99479,0.59,11.5,6,2.1609000000000003
0.31,2.2,0.079,11.0,31.0,0.99615,0.86,12.0,7,11.02896
0.725,5.5,0.117,9.0,17.0,0.99655,0.49,10.8,6,1.9898999999999998
0.4,2.5,0.087,6.0,20.0,0.99772,0.5,10.5,5,13.916699999999999
0.725,5.5,0.117,9.0,17.0,0.99655,0.49,10.8,6,1.9898999999999998
0.52,1.5,0.096,5.0,18.0,0.99666,0.52,9.4,5,10.4576
0.31,2.1,0.216,5.0,16.0,0.99358,0.81,12.5,7,11.34
0.52,1.5,0.096,5.0,18.0,0.99666,0.52,9.4,5,10.4576
0.34,2.1,0.072,23.0,36.0,0.99392,0.78,12.4,6,10.972079999999998
0.49,2.1,0.071,14.0,25.0,0.99388,0.63,12.0,6,6.693300000000002
0.48,1.7,0.078,18.0,30.0,0.99402,0.54,11.2,6,1.8940499999999998
0.49,2.1,0.071,14.0,25.0,0.99388,0.63,12.0,6,6.693300000000002
0.48,2.2,0.073,16.0,25.0,0.9936,0.66,12.4,6,8.9216
0.57,2.1,0.048,13.0,49.0,0.99374,0.6,12.8,5,6.01524
0.23,1.9,0.069,9.0,17.0,0.99376,0.54,12.3,6,11.05524
0.3,2.0,0.068,10.0,24.0,0.99523,0.85,11.7,7,12.200369999999998
0.78,3.3,0.09,4.0,13.0,0.99855,0.49,9.5,5,2.7216
0.47,2.1,0.171,27.0,66.0,0.9982,0.76,10.8,6,14.721480000000001
0.53,1.4,0.07,6.0,14.0,0.99593,0.64,10.0,6,0.0
0.42,2.0,0.092,23.0,55.0,0.99471,0.64,12.3,7,5.51124
0.33,1.5,0.056,6.0,35.0,0.99396,0.71,11.0,6,10.656310000000001
0.24,1.6,0.074,3.0,10.0,0.99698,0.59,9.5,6,10.82952
0.4,4.3,0.046,29.0,80.0,0.9902,0.66,13.6,6,8.725000000000001
0.69,2.5,0.091,15.0,21.0,0.99572,0.6,11.3,6,1.6562000000000001
0.69,2.5,0.091,15.0,21.0,0.99572,0.6,11.3,6,1.6562000000000001
0.69,2.5,0.091,15.0,21.0,0.99572,0.6,11.3,6,1.6562000000000001
0.39,2.1,0.065,14.0,24.0,0.99252,0.53,13.3,6,2.8115999999999994
0.66,2.5,0.066,7.0,15.0,0.99256,0.58,12.9,5,0.0
0.54,2.5,0.076,8.0,17.0,0.99235,0.72,13.1,8,8.5952
0.5,1.8,0.062,21.0,28.0,0.99352,0.55,12.3,6,0.0
0.47,1.4,0.055,27.0,33.0,0.9922,0.48,12.3,6,0.0
0.4,1.9,0.081,17.0,29.0,0.99674,0.65,11.2,6,12.35208
0.58,2.2,0.096,3.0,13.0,0.99557,0.62,11.5,4,0.0
0.24,1.7,0.055,13.0,27.0,0.99394,0.59,11.3,7,9.6712
0.29,1.7,0.063,3.0,11.0,0.9915,0.54,13.5,6,5.11212
0.76,2.9,0.072,26.0,52.0,0.99379,0.6,11.5,6,0.0
0.43,2.7,0.095,28.0,89.0,0.9984,0.68,10.0,5,10.626000000000001
0.43,3.3,0.092,24.0,70.0,0.99798,0.69,10.5,6,11.79675
0.6,1.9,0.058,5.0,10.0,0.9977,0.63,10.4,6,0.0
0.19,1.7,0.045,57.0,135.0,0.99341,0.44,9.5,5,4.11348
0.36,1.8,0.075,18.0,38.0,0.9933,0.88,13.6,7,8.50408
0.48,5.5,0.089,10.0,18.0,0.99684,0.68,11.2,7,1.6984800000000004
0.28,1.7,0.061,6.0,15.0,0.99524,0.74,11.8,7,9.817499999999999
0.25,1.7,0.067,22.0,50.0,0.9946,0.6,11.9,6,11.6272
0.52,2.0,0.08,6.0,13.0,0.99774,0.76,11.4,6,15.069600000000003
0.52,2.0,0.08,6.0,13.0,0.99774,0.76,11.4,6,15.069600000000003
0.41,3.7,0.104,29.0,94.0,0.99786,0.58,9.1,5,3.5325
0.51,2.0,0.079,16.0,86.0,0.99764,0.64,9.5,6,6.573119999999999
0.4,1.7,0.08,33.0,79.0,0.9969,0.65,9.5,6,7.4679
0.38,2.5,0.08,24.0,71.0,0.99624,0.85,11.0,6,8.58048
0.45,2.4,0.043,6.0,12.0,0.99354,0.65,11.4,6,2.5047
0.22,1.8,0.065,16.0,20.0,0.99672,0.82,10.0,6,7.5809999999999995
0.32,2.3,0.066,35.0,70.0,0.99588,0.62,10.1,5,5.758970000000001
0.2,2.5,0.076,31.0,51.0,0.99672,0.81,10.4,6,12.446779999999997
0.5,1.8,0.178,6.0,21.0,0.996,0.87,9.8,6,3.07008
0.41,6.2,0.071,6.0,14.0,0.99702,0.49,11.8,7,14.445
0.39,2.0,0.086,9.0,21.0,0.99526,0.66,11.6,6,11.10564
0.35,2.0,0.061,6.0,11.0,0.99585,0.52,12.0,6,15.180999999999997
0.33,2.8,0.067,4.0,12.0,0.99473,0.76,12.8,7,8.659199999999998
0.58,2.5,0.044,16.0,70.0,0.99352,0.65,12.5,6,4.85438
0.6,2.2,0.118,9.0,38.0,0.99616,0.53,9.8,5,6.536250000000001
0.42,2.1,0.083,17.0,38.0,0.99622,0.66,11.1,6,10.852799999999998
0.58,2.2,0.1,50.0,63.0,0.99544,0.68,11.4,6,0.0
0.6,2.2,0.118,9.0,38.0,0.99616,0.53,9.8,5,6.536250000000001
0.18,1.75,0.071,45.0,88.0,0.99524,0.76,11.8,7,14.435550000000001
0.51,2.1,0.042,16.0,101.0,0.9924,0.87,12.9,7,3.1762799999999993
0.41,2.8,0.076,22.0,54.0,0.99572,1.16,10.6,6,9.85302
0.41,2.2,0.11,11.0,37.0,0.99728,0.67,10.8,5,13.85976
0.36,2.3,0.087,6.0,20.0,0.99676,0.72,11.1,7,18.97188
0.45,1.4,0.076,12.0,21.0,0.99551,0.75,10.2,6,12.14664
0.32,2.3,0.075,12.0,19.0,0.99434,0.71,11.8,7,11.2098
0.785,1.7,0.078,10.0,21.0,0.99692,0.67,10.0,5,7.1064
0.785,1.7,0.078,10.0,21.0,0.99692,0.67,10.0,5,7.1064
0.44,1.9,0.369,15.0,38.0,0.99634,1.1,9.4,5,12.792499999999999
0.54,2.0,0.111,7.0,60.0,0.99709,0.98,10.2,5,7.56756
0.33,2.5,0.074,29.0,48.0,0.99528,0.88,12.4,7,10.61736
0.34,2.8,0.067,8.0,44.0,0.99384,0.56,12.0,6,5.63355
0.5,2.3,0.086,5.0,14.0,0.99502,0.62,11.5,6,7.317279999999999
0.36,1.6,0.062,5.0,12.0,0.99667,0.67,10.5,6,10.0096
0.59,2.2,0.078,26.0,44.0,0.99522,0.68,10.8,6,0.0
0.42,2.1,0.074,5.0,16.0,0.99649,0.74,12.3,6,14.59074
0.36,1.7,0.079,26.0,65.0,0.99716,0.62,9.5,6,8.15176
0.36,1.7,0.079,26.0,65.0,0.99716,0.62,9.5,6,8.15176
0.61,2.2,0.095,48.0,59.0,0.99541,0.7,11.5,6,0.0
0.88,5.6,0.079,23.0,47.0,0.99572,0.5,11.2,4,0.6980999999999999
0.66,2.4,0.052,6.0,11.0,0.99318,0.66,12.7,7,0.0
0.915,2.1,0.041,17.0,78.0,0.99346,0.73,11.4,5,0.0
0.35,2.4,0.076,11.0,47.0,0.99599,0.81,11.0,6,8.848619999999999
0.35,2.4,0.076,11.0,47.0,0.99599,0.81,11.0,6,8.848619999999999
0.39,1.65,0.068,5.0,11.0,0.99478,0.46,11.4,5,13.44266
0.4,2.5,0.068,41.0,54.0,0.99754,0.86,10.5,6,13.7904
0.66,1.6,0.07,16.0,61.0,0.99572,0.6,9.3,5,1.56604
0.64,2.1,0.08,11.0,119.0,0.99538,0.7,10.9,5,5.17776
0.43,2.0,0.085,6.0,39.0,0.99346,0.46,11.9,6,6.993
0.8,7.8,0.079,6.0,12.0,0.9963,0.5,12.2,5,0.6969599999999999
0.43,2.0,0.085,6.0,39.0,0.99346,0.46,11.9,6,6.993
0.64,2.1,0.08,11.0,119.0,0.99538,0.7,10.9,5,5.17776
0.955,1.8,0.075,5.0,19.0,0.99616,0.44,9.6,4,1.452
0.4,4.6,0.08,6.0,20.0,0.99652,0.57,12.5,6,17.013359999999995
0.885,2.3,0.166,6.0,12.0,0.99551,0.51,10.8,5,0.0
0.25,2.5,0.063,11.0,41.0,0.99439,0.8,12.4,7,9.37728
0.885,2.3,0.166,6.0,12.0,0.99551,0.51,10.8,5,0.0
0.745,1.8,0.114,15.0,64.0,0.99588,0.59,9.5,6,2.7048
0.43,1.8,0.078,21.0,56.0,0.99633,0.6,9.5,6,4.80128
0.58,2.3,0.076,23.0,94.0,0.99686,0.58,9.5,6,5.8325700000000005
0.57,1.5,0.069,4.0,9.0,0.99458,0.54,9.8,6,5.10972
0.26,2.0,0.052,19.0,77.0,0.9951,0.79,10.9,6,6.3063
0.58,2.3,0.076,23.0,94.0,0.99686,0.58,9.5,6,5.8325700000000005
0.57,1.5,0.069,4.0,9.0,0.99458,0.54,9.8,6,5.10972
0.34,1.9,0.065,5.0,10.0,0.99419,0.54,11.2,7,9.29988
0.42,1.8,0.068,6.0,12.0,0.99516,0.69,11.7,8,11.235899999999999
0.74,5.8,0.111,33.0,76.0,0.99878,0.55,9.4,5,5.90634
0.36,2.1,0.074,24.0,44.0,0.99534,0.85,11.0,7,11.260800000000001
0.36,2.1,0.074,24.0,44.0,0.99534,0.85,11.0,7,11.260800000000001
0.36,2.1,0.074,24.0,44.0,0.99534,0.85,11.0,7,11.260800000000001
0.72,1.7,0.136,24.0,52.0,0.99752,0.94,10.0,5,18.240750000000002
0.36,2.1,0.074,24.0,44.0,0.99534,0.85,11.0,7,11.260800000000001
0.39,2.0,0.071,14.0,24.0,0.99428,0.87,11.2,7,9.1977
0.65,2.1,0.078,8.0,15.0,0.99498,0.62,10.4,6,0.4556
0.44,2.1,0.076,22.0,53.0,0.9957,0.62,9.3,5,3.2868
0.65,2.1,0.078,8.0,15.0,0.99498,0.62,10.4,6,0.4556
0.38,1.9,0.071,5.0,13.0,0.99659,0.75,10.5,6,12.7008
0.33,1.9,0.081,6.0,9.0,0.99628,0.48,10.4,6,14.5452
0.27,2.1,0.095,20.0,29.0,0.99488,0.56,11.3,6,13.19648
0.57,2.0,0.079,10.0,79.0,0.99677,0.69,9.5,6,8.057210000000001
0.34,1.9,0.057,43.0,74.0,0.99408,0.81,12.0,6,9.799819999999999
0.4,1.9,0.082,8.0,24.0,0.996,0.69,10.6,6,8.23608
0.39,1.3,0.044,25.0,50.0,0.99478,0.83,10.9,6,11.520000000000001
0.32,1.8,0.132,17.0,44.0,0.99734,0.77,11.5,6,18.591040000000003
0.32,1.8,0.132,17.0,44.0,0.99734,0.77,11.5,6,18.591040000000003
0.53,2.2,0.078,33.0,89.0,0.99678,0.46,9.6,6,5.80932
0.36,2.2,0.074,9.0,23.0,0.99638,0.76,12.0,6,15.94005
0.39,2.5,0.08,8.0,20.0,0.9992,0.82,10.3,6,18.954179999999997
0.46,2.6,0.091,18.0,77.0,0.99922,0.51,9.4,5,6.6654
0.58,4.1,0.08,27.0,46.0,0.99592,0.47,9.2,5,0.6794999999999999
0.58,2.0,0.104,8.0,21.0,0.99769,0.72,9.6,5,7.3575
0.42,1.8,0.044,18.0,88.0,0.99157,0.73,13.6,7,0.0
0.43,2.1,0.075,19.0,66.0,0.99718,0.64,9.5,5,7.4936
0.18,2.7,0.066,15.0,58.0,0.9947,0.78,11.8,6,8.82266
0.815,2.6,0.074,48.0,90.0,0.99621,0.62,10.8,5,0.26364
0.43,2.1,0.075,19.0,66.0,0.99718,0.64,9.5,5,7.4936
0.23,2.2,0.057,14.0,36.0,0.99614,0.49,9.3,4,12.190019999999999
0.75,2.2,0.059,11.0,18.0,0.99242,0.4,12.8,6,0.24069
0.33,12.9,0.054,6.0,113.0,0.99572,0.56,11.5,4,6.335999999999999
0.55,1.7,0.07,7.0,17.0,0.99659,0.64,9.4,6,0.0
0.75,2.2,0.059,11.0,18.0,0.99242,0.4,12.8,6,0.24069
0.73,2.5,0.081,12.0,24.0,0.99798,0.46,9.6,4,0.0
0.67,4.3,0.057,11.0,20.0,0.99488,0.56,11.8,4,0.0
0.61,1.7,0.076,36.0,60.0,0.99494,0.4,9.3,5,4.65
0.37,2.5,0.079,28.0,65.0,0.99729,0.59,9.8,5,12.077520000000002
0.4,2.0,0.058,15.0,40.0,0.99414,0.6,12.2,6,11.8818
0.56,2.4,0.082,10.0,86.0,0.9983,0.62,9.5,5,6.153620000000001
0.29,13.4,0.067,72.0,160.0,0.99721,0.54,10.3,6,4.9117500000000005
0.55,1.8,0.082,15.0,34.0,0.99655,0.68,10.5,5,4.9069400000000005
0.74,1.7,0.086,15.0,48.0,0.99502,0.48,10.0,5,1.6161600000000003
0.55,1.8,0.082,15.0,34.0,0.99655,0.68,10.5,5,4.9069400000000005
0.41,2.2,0.081,22.0,36.0,0.9949,0.75,11.1,6,7.764570000000002
0.6,2.3,0.079,24.0,37.0,0.99514,0.61,10.9,6,0.24139999999999998
0.6,2.3,0.079,24.0,37.0,0.99514,0.61,10.9,6,0.24139999999999998
0.58,2.2,0.077,27.0,60.0,0.9963,0.59,9.8,5,3.444
0.72,1.8,0.123,6.0,14.0,0.99627,0.58,9.8,5,0.0
0.66,1.4,0.096,6.0,13.0,0.99569,0.58,9.5,5,0.0
0.7,1.9,0.079,20.0,35.0,0.99628,0.69,10.9,5,1.5912
0.64,2.4,0.069,26.0,46.0,0.99358,0.45,11.0,5,0.42334000000000005
0.59,1.8,0.082,43.0,60.0,0.99499,0.42,9.2,5,5.115
0.58,4.8,0.085,12.0,69.0,0.99633,0.7,11.0,6,6.5072
0.64,2.7,0.123,15.0,33.0,0.99538,0.63,11.3,6,0.0
0.64,2.7,0.123,15.0,33.0,0.99538,0.63,11.3,6,0.0
0.635,1.8,0.403,19.0,56.0,0.99632,1.15,9.3,5,17.66096
1.02,2.0,0.083,17.0,24.0,0.99437,0.55,11.2,4,0.0
0.45,2.5,0.081,34.0,66.0,0.99726,0.58,9.8,5,11.7306
0.78,2.2,0.089,13.0,26.0,0.9978,0.46,9.6,4,0.0
0.37,1.8,0.066,26.0,51.0,0.99456,0.72,11.8,6,9.1936
0.57,2.3,0.081,16.0,36.0,0.99564,0.6,10.3,6,1.2168
0.57,2.3,0.081,16.0,36.0,0.99564,0.6,10.3,6,1.2168
0.43,2.3,0.068,13.0,19.0,0.996,0.87,11.4,6,16.12
0.41,2.0,0.079,21.0,51.0,0.99668,0.55,9.5,6,7.4223300000000005
0.49,1.8,0.044,28.0,87.0,0.9908,0.82,14.0,8,0.5775
0.38,1.6,0.048,26.0,60.0,0.99084,0.75,14.0,6,0.185
0.44,1.6,0.049,24.0,64.0,0.9935,0.57,11.7,6,4.9348
0.46,1.9,0.077,25.0,44.0,0.99385,0.53,11.2,5,0.0
0.58,2.0,0.073,34.0,44.0,0.99494,0.43,9.3,5,4.65
0.58,2.1,0.102,17.0,36.0,0.9944,0.53,11.2,6,3.2853600000000003
0.715,2.3,0.075,13.0,81.0,0.99688,0.54,9.5,6,5.702400000000001
0.4,6.3,0.05,3.0,10.0,0.99566,0.56,12.0,4,11.152000000000001
0.69,1.9,0.114,3.0,10.0,0.99636,0.6,9.7,6,0.0
0.715,2.3,0.075,13.0,81.0,0.99688,0.54,9.5,6,5.702400000000001
0.3,1.7,0.062,3.0,9.0,0.9948,0.57,11.5,7,12.001080000000002
0.46,1.9,0.077,28.0,54.0,0.9956,0.64,10.4,6,4.7854
0.46,1.9,0.077,28.0,54.0,0.9956,0.64,10.4,6,4.7854
0.765,2.0,0.084,9.0,22.0,0.99619,0.68,10.9,6,0.0
0.63,2.7,0.096,17.0,69.0,0.99734,0.63,10.2,6,7.9413599999999995
0.42,2.3,0.071,18.0,36.0,0.99476,0.56,10.9,5,4.5087
0.37,1.8,0.09,20.0,47.0,0.99734,0.57,10.5,5,17.7975
0.16,2.5,0.068,17.0,31.0,0.99328,0.54,12.4,6,10.4654
0.6,2.6,0.056,3.0,7.0,0.99286,0.37,13.0,5,2.0608
0.6,4.5,0.068,20.0,110.0,0.99914,1.17,10.2,5,6.929999999999999
0.6,4.5,0.068,20.0,110.0,0.99914,1.17,10.2,5,6.929999999999999
0.74,1.9,0.1,6.0,12.0,0.99521,0.59,11.0,5,0.0
0.635,2.1,0.073,25.0,60.0,0.99638,0.75,10.9,6,2.6978
0.395,2.4,0.056,14.0,28.0,0.99362,0.67,12.4,6,2.7765400000000002
0.755,1.9,0.084,6.0,12.0,0.99672,0.49,9.7,4,0.0
0.635,2.1,0.073,25.0,60.0,0.99638,0.75,10.9,6,2.6978
0.63,4.3,0.093,51.0,77.5,0.99558,0.45,9.5,5,0.0
0.63,4.3,0.093,51.0,77.5,0.99558,0.45,9.5,5,0.0
0.53,2.1,0.064,15.0,29.0,0.99323,0.61,12.1,6,3.3768000000000002
0.6,1.4,0.063,11.0,18.0,0.99191,0.56,12.2,6,0.0
1.58,2.1,0.137,5.0,9.0,0.99476,0.4,10.9,3,0.0
0.645,2.15,0.08,15.0,28.0,0.99444,0.61,12.5,6,0.0
0.86,2.0,0.1,20.0,57.0,0.99598,0.74,11.7,6,1.6884000000000001
0.37,2.1,0.064,4.0,15.0,0.99576,0.8,11.2,6,9.609599999999999
0.28,1.8,0.081,28.0,68.0,0.99501,0.66,11.2,5,11.8272
0.79,2.3,0.087,21.0,68.0,0.9955,0.44,9.2,5,4.97952
0.61,1.9,0.073,24.0,88.0,0.99612,0.53,9.8,5,6.4350000000000005
0.69,2.5,0.088,22.0,91.0,0.9979,0.62,10.1,5,10.212159999999999
0.68,3.9,0.068,15.0,29.0,0.99524,0.52,11.1,4,2.0869199999999997
0.69,2.5,0.088,22.0,91.0,0.9979,0.62,10.1,5,10.212159999999999
0.62,1.4,0.071,27.0,63.0,0.996,0.61,9.2,5,2.296
0.61,1.9,0.073,24.0,88.0,0.99612,0.53,9.8,5,6.4350000000000005
0.51,3.0,0.064,12.0,27.0,0.9929,0.59,12.8,6,3.24675
1.18,1.9,0.083,14.0,41.0,0.99532,0.47,10.5,5,5.611199999999999
0.36,2.3,0.086,20.0,65.0,0.99558,0.54,10.1,6,4.998
0.36,2.4,0.086,24.0,69.0,0.99556,0.53,10.1,6,4.998
0.63,2.0,0.083,17.0,91.0,0.99616,0.58,9.8,6,6.601500000000001
0.74,1.2,0.041,16.0,46.0,0.99258,0.59,12.5,6,0.0
0.44,2.2,0.091,10.0,41.0,0.99638,0.69,11.9,6,14.481720000000003
0.63,2.0,0.083,17.0,91.0,0.99616,0.58,9.8,6,6.601500000000001
0.76,1.7,0.414,18.0,64.0,0.99652,1.33,9.1,6,17.9452
0.66,2.6,0.094,12.0,88.0,0.99796,0.66,10.1,5,10.751479999999999
0.74,1.2,0.041,16.0,46.0,0.99258,0.59,12.5,6,0.0
0.34,1.8,0.058,9.0,18.0,0.99392,0.55,11.4,5,12.15396
0.36,1.8,0.06,21.0,55.0,0.99495,0.82,11.0,7,11.28582
0.46,1.7,0.077,18.0,34.0,0.9948,0.6,10.6,6,5.45112
0.46,1.7,0.077,18.0,34.0,0.9948,0.6,10.6,6,5.45112
0.46,1.7,0.077,18.0,34.0,0.9948,0.6,10.6,6,5.45112
0.46,1.7,0.077,18.0,34.0,0.9948,0.6,10.6,6,5.45112
0.52,1.8,0.073,13.0,38.0,0.9955,0.52,9.3,5,2.3881
0.6,2.1,0.083,17.0,91.0,0.99616,0.56,9.8,6,6.32996
0.6,2.1,0.083,17.0,91.0,0.99616,0.56,9.8,6,6.32996
0.87,3.8,0.107,31.0,67.0,0.99668,0.46,9.2,5,6.61128
0.39,1.7,0.075,6.0,25.0,0.99581,0.43,9.7,6,2.5956
0.775,2.2,0.079,12.0,48.0,0.9976,0.51,9.6,5,6.366359999999999
0.835,2.0,0.166,4.0,11.0,0.99608,0.52,10.0,5,0.0
0.58,2.4,0.069,19.0,40.0,0.99387,0.66,12.6,6,0.44616
0.5,1.4,0.057,15.0,26.0,0.99448,0.45,9.5,5,0.0
0.5,1.4,0.057,15.0,26.0,0.99448,0.45,9.5,5,0.0
0.5,1.4,0.057,15.0,26.0,0.99448,0.45,9.5,5,0.0
0.51,1.7,0.084,13.0,31.0,0.99538,0.54,10.5,6,0.504
0.51,1.7,0.084,13.0,31.0,0.99538,0.54,10.5,6,0.504
0.51,1.7,0.084,13.0,31.0,0.99538,0.54,10.5,6,0.504
0.54,1.7,0.085,17.0,31.0,0.99589,0.51,10.4,6,0.51224
0.51,1.7,0.084,13.0,31.0,0.99538,0.54,10.5,6,0.504
0.42,2.6,0.077,8.0,20.0,0.99852,0.53,11.0,5,17.0568
0.44,2.3,0.063,10.0,28.0,0.99613,0.53,10.2,6,6.395999999999999
0.59,2.1,0.056,5.0,13.0,0.99472,0.56,11.4,5,0.21472
0.655,1.8,0.078,7.0,12.0,0.99587,0.39,9.5,5,0.72144
0.655,1.8,0.078,7.0,12.0,0.99587,0.39,9.5,5,0.72144
0.57,2.8,0.081,21.0,41.0,0.99518,0.52,10.8,5,0.0
0.6,2.0,0.069,32.0,73.0,0.99654,0.57,10.0,5,8.7174
0.62,2.3,0.065,8.0,46.0,0.99332,0.51,11.8,6,0.23904
0.645,1.9,0.086,14.0,57.0,0.9969,0.46,10.3,5,0.7683599999999999
